bibkey	reference
SCHWERTNER2002	Schwertner, Cristiano F, Gilberto S Albuquerque, and Jocélia Grazia. “Description of the Immature Stages of Acrosternum (Chinavia) ubicum Rolston (Heteroptera: Pentatomidae) and Effect of the Host Plant on Size and Coloration of Nymphs”. Neotropical Entomology 31.4. issn: 1519-566X (2002): 571–579. Print.	
Scoble1990	Scoble, Malcolm J and Annette Aiello. “Moth-like butterflies (Hedylidae: Lepidoptera): a summary, with comments on the egg”. Journal of Natural History 24.1. issn: 0022-2933 (1990): 159–164. Print.	
Scott1975	Scott, R R. “A study of the biology and population dynamics of Synanthedon tipuliformis (Clerck) (Lepidoptera: Sesiidae) in Canterbury, New Zealand”. Diss. 1975. Print.	
Scott1979	Scott, R R and R A Harrison. “The biology and life history of currant clearwing, Synanthedon tipuliformis (Lepidoptera: Sesiidae), in Canterbury”. New Zealand Journal of Zoology 6.1. issn: 0301-4223 (1979): 145–163. Print.	
Scudder1967	Scudder, G G E, J P E C Darlington, and S B Hill. “A new species of Lygaeidae (Hemiptera) from the Tamana Caves, Trinidad”. Annales de Speleologie 22 (1967): 465–469. Print.	
segoli2009developmental	Segoli, Michal, et al. “Developmental patterns in the polyembryonic parasitoid wasp Copidosoma koehleri”. Arthropod Structure&Development 38.1 (2009): 84–90. Print.	
sehl1931	Sehl, Alfred. “Furchung und bildung der keimanlage bei der mehlmotte ephestia kuehniella zell. Nebst einer allgemeinen übersicht uber den verlauf der embryonalentwicklung”. Zeitschrift für Morphologie und Ökologie der Tiere 20.2-3 (1931): 533–598. Print.	
seidel1929untersuchungen	Seidel, Friedrich. “Untersuchungen über das Bildungsprinzip der Keimanlage im Ei der Libelle Platycnemis pennipes I–V”. Wilhelm Roux’Archiv für Entwicklungsmechanik der Organismen 119.1 (1929): 322–440. Print.	
seifert1917embryological	Seifert, Herbert Frank. “Embryological studies of Thysanoptera”. MA thesis. 1917. Print.	
Seko2006	Seko, Tomokazu and Fusao Nakasuji. “Adaptive significance of egg size plasticity in response to temperature in the migrant skipper, Parnara guttata guttata (Lepidoptera: Hesperiidae)”. Population Ecology 48.2. issn: 1438-3896 (2006): 159–166. Print.	
Selivon1999	Selivon, Denise and André Luiz P Perondini. “Description of Anastrepha sororcula and A. serpentina (Diptera: Tephritidae) eggs”. The Florida Entomologist. issn: 0015-4040 (1999): 347–353. Print.	
Sellick1997a	Sellick, John T Clark. “Descriptive terminology of the phasmid egg capsule, with an extended key to the phasmid genera based on egg structure”. Systematic Entomology 22.2. issn: 1365-3113 (1997): 97–122. Print.	
SELLICK1998	“The micropylar plate of the eggs of Phasmida, with a survey of the range of plate form within the order”. Systematic Entomology 23.3. issn: 1365-3113 (1998): 203–228. Print.	
Sellick1997	“The range of egg capsule morphology within the Phasmatodea and its relevance to the taxonomy of the order”. Italian Journal of Zoology 64.1. issn: 1125-0003 (1997): 97–104. Print.	
Semelbauer2014	Semelbauer, Marek and Milan Kozánek. “Immature stages of Meiosimyza Hendel 1925 and related genera (Diptera, Lauxaniidae)”. Organisms Diversity & Evolution 14.1. issn: 1439-6092 (2014): 89–103. Print.	
setty1940biology	Setty, Laurel Raymond. “Biology and morphology of some north American Bittacidae (Order Mecoptera)”. The American Midland Naturalist 23.2 (1940): 257–353. Print.	
setty1931biology	“The Biology of Bittacus Stigmaterus Say (Mecoptera, Bittacusidæ)”. Annals of the Entomological Society of America 24.3 (1931): 467–484. Print.	
BOUDON-PADIEU2013	Sforza, René, et al. “Field observations, laboratory rearing and descriptions of immatures of the planthopper Hyalesthes obsoletus (Hemiptera: Cixiidae)”. European Journal of Entomology 96.4, issn: 18028829 (1999): 409–418. Print.	
Sharma	Sharma, Sheetal, J S Tara, and Sanjay Bhatia. “Bionomics of Hyblaea Puera (Lepidoptera: Hyblaeidae), a Serious Pest of Teak (tectona Grandis) from Jammu (india)”. Munis Entomology & Zoology 8.1. issn: 1306-3022 (2013): 139–147. Print.	
Sharp1898	Sharp, David. “Account of the Phasmidae, with notes on the eggs”. Zoological Results 2 (1898): 75–94. Print.	
Shazli1979	Shazli, A and T M Mustafa. “Studies on the morphology and life cycle of Thomasiniana oleisuga Targ. (Dipt., Cecidomyiidae) in Jordan”. Zeitschrift für Angewandte Entomologie 88.1-5. issn: 1439-0418 (1979): 80–87. Print.	
She1984	She, H D Nsiama, J A Odebiyi, and H R Herren. “The biology of Hyperaspis jucunda [Col.: Coccinellidae] an exotic predator of the cassava mealybug Phenacoccus manihoti [Hom.: Pseudococcidae] in southern Nigeria”. Entomophaga 29.1. issn: 0013-8959 (1984): 87–93. Print.	
Sheehan1984	Sheehan, William. “Nesting biology of the sand wasp Stictia heros (Hymenoptera: Sphecidae: Nyssoninae) in Costa Rica”. Journal of the Kansas Entomological Society. issn: 0022-8567 (1984): 377–386. Print.	
shelford1908life	Shelford, Victor Ernest. “Life histories and larval habits of the tiger beetles (Cicindelidae)”. Journal of the Linnean Society of London, Zoology 30 (1908): 157–184. Print.	
Shepard1995	Shepard, W D and Richard W Baumann. “Calileuctra, a new genus, and two new species of stoneflies from California (Plecoptera: Leuctridae)”. The Great Basin Naturalist. issn: 0017-3614 (1995): 124–134. Print.	
Shepard2014	Shepard, William D. “Neoeubria inbionis Shepard & Barr, a new genus and new species of Neotropical water penny beetle (Coleoptera: Psephenidae: Eubriinae), with a key to the adult Eubriinae of the Neotropic Zone”. Zootaxa 3811.4. issn: 1175-5334 (2014): 553–568. Print.	
Shields1997	Shields, Kathleen S and Raymond J Pupedis. “Morphology and surface structure of Mantispa sayi (Neuroptera: Mantispidae) eggs”. Annals of the Entomological Society of America 90.6. issn: 0013-8746 (1997): 810–813. Print.	
Shimizu2011	Shimizu, Shota and Ryuichiro Machida. “Reproductive biology and postembryonic development in the basal earwig Diplatys flavicollis (Shiraki) (Insecta: Dermaptera: Diplatyidae)”. Arthropod Systematics and Phylogeny 69.2. issn: 18637221 (2011): 83–97. Print.	
Shin2012	Shin, Chulwoo, Helen Jin, and Caroline S Chaboo. “Biology and Morphology of Neochlamisus gibbosus (Fabricius, 1777) (Coleoptera: Chrysomelidae: Cryptocephalinae: Fulcidacini)”. Journal of the Kansas Entomological Society 85.2. issn: 0022-8567 (2012): 116–134. Print.	
Shipp1988	Shipp, J L. “Classification system for embryonic development of Simulium arcticum Malloch (IIS-10.11) (Diptera: Simuliidae)”. Canadian Journal of Zoology 66.1. issn: 0008-4301 (1988): 274–276. Print.	
shirleeflea	Shirlee, Meola, Kathleen Palma, and Roger W Meola. “Flea eggs: Target of the new IGR on–animal treatments”. Proceedings of the First International Conference on Urban Pests. 1993. Print.	
Shorthouse2002	Shorthouse, Joseph D and Jonathan J Leggo. “Immature stages of the galler Diplolepis triforma (Hymenoptera: Cynipidae) with comments on the role of its prepupa”. The Canadian Entomologist 134.4. issn: 1918-3240 (2002): 433–446. Print.	
Shuzhi1985	Shuzhi, R. “Fine surface structure of eggs and classification of five species of Coptosoma laporte”. La Animala Mondo 2.3-4 (1985): 235–243. Print.	
Silva2006a	Silva, D S da, et al. “Morfologia externa dos estágios imaturos de heliconíneos neotropicais: V. Agraulis vanillae maculosa (Lepidoptera, Nymphalidae, Heliconiinae)”. Iheringia, Série Zoologia 96 (2006). Print.	
Silva2006	Silva, Denis S da, et al. “External morphology of the immature stages of neotropical heliconians: V. Agraulis vanillae maculosa (Lepidoptera, Nymphalidae, Heliconiinae)”. Iheringia, Série Zoologia 96.2. issn: 0073-4721 (2006): 219–228. Print.	
Silva1995	Silva, Luís, George Markin, and João Tavares. “Argyresthia atlanticella Rebel (Insecta: Lepidoptera) an excluded agent for Myrica faya Aiton (Myricaceae) biocontrol”. Arquipélago: Ciências Biológicas e Marinhas. issn: 0870-6581 (1995): 105–113. Print.	
Silvestri1947	Silvestri, F. “Descrizione di due specie neotropicali di Zorotypus”. Bollettino del Laboratoria di Entomologia Agraria di Portici 7 (1947): 1–12. Print.	
simpson1993immature	Simpson, G B. “Immature stages of Nala lividipes (Dufour) (Dermaptera: Labiduridae)”. Austral Entomology 32.1 (1993): 51–57. Print.	
Simpson1990	“Immature stages of Protaetia fusca (Herbst) (Coleoptera: Scarabaeidae: Cetoniinae) with notes on biology”. Australian Journal of Entomology 29.1. issn: 1440-6055 (1990): 67–73. Print.	
singh2016egg	Singh, Padam, Jagirti Madan, and Nidhi Gupta. “Egg shell morphology of an amblyceran louse, Hohorstiella rampurensis (Phthiraptera) infesting ring dove, Streptopelia decaocta”. Journal of Applied and Natural Science 8.1 (2016): 469–472. Print.	
Sites1991	Sites, Robert W. “Egg ultrastructure and descriptions of nymphs of Pelocoris poeyi (Guérin Méneville) (Hemiptera: Naucoridae)”. Journal of the New York Entomological Society. issn: 0028-7199 (1991): 622–629. Print.	
Situmorang1988	Situmorang, J and B P Gabriel. “Biology of two species of predatory earwigs Nala lividipes (Dufour) (Dermaptera: Labiduridae) and Euborellia (Euborellia) annulata (Fabricius) (Dermaptera: Carcinophoridae)”. Philippine Entomologist 7.3. issn: 0048-3753 (1988): 215–238. Print.	
Skrzypczynska1978	Skrzypczyńska, Malgorzata. “Megastigmus suspectus Borries, 1895 (Hymenoptera, Torymidae), its morphology, biology and economic significance”. Zeitschrift für angewandte Entomologie 85.1‐4. issn: 1439-0418 (1978): 204–215. Print.	
Slater1952	Slater, James A. “A contribution to the biology of the subfamily Cyminae (Heteroptera: Lygaeidae)”. Annals of the Entomological Society of America 45.2. issn: 0013-8746 (1952): 315–326. Print.	
Slater1976	“The immature stages of Lygaeidae (Hemiptera: Heteroptera) of southwest Australia”. Australian Journal of Entomology 15.1. issn: 1440-6055 (1976): 101–126. Print.	
Smereka1965	Smereka, E P. “The life history and habits of Chrysomela crotchi Brown (Coleoptera: Chrysomelidae) in Northwestern Ontario”. The Canadian Entomologist 97.5. issn: 1918-3240 (1965): 541–549. Print.	
smith1952life	Smith, C C. “The life-history and galls of a spruce gall midge, Phytophaga piceae Felt (Diptera: Cecidomyiidae)”. The Canadian Entomologist 84.9 (1952): 272–275. Print.	
Smith1984	Smith, E S C. “Studies on Amblypelta theobromae Brown (Hepteroptera: Coreidae) in Papua New Guinea. I. Descriptions of the immature and adult stages”. Bulletin of Entomological Research 74.3. issn: 1475-2670 (1984): 541–547. Print.	
Smith1967	Smith, Kenneth G V. “The biology and taxonomy of the genus Stylogaster Macquart, 1835 (Diptera: Conopidae, Stylogasterinae) in the Ethiopian and Malagasy regions”. Transactions of the Royal Entomological Society of London 119.2. issn: 1365-2311 (1967): 47–69. Print.	
Smith1956	Smith, R H. “A technique for studying the oviposition habits of the southern lyctus beetle and its egg and early larval stages”. Journal of Economic Entomology 49.2. issn: 0022-0493 (1956): 263–264. Print.	
smith1988biological	Smith, Stephen A and Mary Ellen Clay. “Biological and morphological studies on the bat flea, Myodopsylla insignis (Siphonaptera: Ischnopsyllidae)”. Journal of Medical Entomology 25.5 (1988): 413–424. Print.	
Smith2006	Smith, Trevor Randall. “Life History and Pesticide Susceptibility of Cybocephalus Nipponicus Endrödy-Younga (Coleoptera: Cybocephalidae) and a Taxonomic Revision of the Cybocephalidae of North America and the West Indies”. Diss. 2006. Print.	
Smolenski1997	Smoleński, Marcin. “Immature stages of Rugilus rufipes Germar (Coleoptera, Staphylinidae), with notes on biology”. Annales Zoologici 46.3-4-11 (1997): 233–243. Print.	
Snyder1916	Snyder, Thomas Elliott. Egg and manner of oviposition of Lyctus planicollis. Vol. 6. 1916. Print.	
Socha1988	Socha, Radomír. “Altered anteroposterior polarity of micropyle ring formation in the eggs of Pyrrhocoris apterus L. (Heteroptera: Pyrrhocoridae)”. International Journal of Insect Morphology and Embryology 17.2. issn: 0020-7322 (1988): 135–143. Print.	
Solis2012	Solis, Daniel Russ, Nathalia Baptista Dias, and Eduardo Gonçalves Paterson Fox. “External Morphology of the Immatures of Polybia paulista (Hymenoptera: Vespidae)”. The Florida Entomologist 95.4. issn: 0015-4040 (2012): 890–899. Print.	
Solis2012a	Solis, Daniel Russ, et al. “Compared morphology of the immatures of males of two urban ant species of Camponotus”. Journal of Insect Science 12.1. issn: 1536-2442 (2012). Print.	
Solis2011	Solis, Daniel Russ, et al. “Description of the immatures of the ant, Myrmelachista catharinae”. Journal of Insect Science 11.1. issn: 1536-2442 (2011). Print.	
Solis2010b	Solis, Daniel Russ, et al. “Description of the immatures of workers of the ant Camponotus vittatus (Hymenoptera: Formicidae)”. The Florida Entomologist 93.2. issn: 0015-4040 (2010): 265–276. Print.	
Solis2009	Solis, Daniel Russ, et al. “Description of the immatures of workers of the Weaver Ant, Camponotus textor (Hymenoptera: Formicidae)”. Sociobiology 54.2 (2009). Print.	
Solis2010a	Solis, Daniel Russ, et al. “Morphological description of the immatures of the ant, Monomorium floricola”. Journal of Insect Science 10.1. issn: 1536-2442 (2010). Print.	
Solis2012b	Solis, Daniel Russ, et al. “On the morphology of the worker immatures of the leafcutter ant Atta sexdens Linnaeus (Hymenoptera: Formicidae)”. Microscopy Research and Technique 75.8. issn: 1097-0029 (2012): 1059–1065. Print.	
Solis2010	Solis, Daniel R, et al. “Description of the immatures of Linepithema humile Mayr (Hymenoptera: Formicidae)”. Biological Research 43.1. issn: 0716-9760 (2010): 19–30. Print.	
Sonan1938	Sonan, J. “On the life-history of Hybris subjacens Walker”. Transactions of the Natural History Society of Formosa 20 (1938). Print.	
Sonneblick1965early	Sonnenblick, B P. “The early embryology of Drosophila melanogaster”. Biology of Drosophila. 1950. 62–167. Print.	
sonnenblick1950early	“The early embryology of Drosophila melanogaster”. Biology of Drosophila. 1950. 62–163. Print.	
Sosa2005	Sosa, A J, et al. “Life history of Megamelus scutellaris with description of immature stages (Hemiptera: Delphacidae)”. Annals of the Entomological Society of America 98.1. issn: 0013-8746 (2005): 66–72. Print.	
Sota1992	Sota, T and M Mogi. “Interspecific variation in desiccation survival time of Aedes (Stegomyia) mosquito eggs is correlated with habitat and egg size”. Oecologia 90.3. issn: 0029-8549 (1992): 353–358. Print.	
Sottile1979	Sottile, L and R Viscuso. “Eggs chorion di Epilachna chrysomelina F. (Coleoptera Coccinellidae)”. Bollettino del Laboratorio di Entomologia Agraria di Portici. issn: 0304-0658 (1979). Print.	
Sousa1999	Sousa, João M. “Development of Tiphodytes gerriphagus (Hymenoptera: Scelionidae) in Limnoporus dissortis eggs (Hemiptera: Gerridae)”. The Canadian Entomologist 131.2. issn: 1918-3240 (1999): 219–228. Print.	
